ID;Team;Dataset #;Toolbox used;Quality/Pruning: Method;Motion Artifact Method;Resample/Downsample (Hz);Filtering;Removal of the Global Signals during Preprocessing;Non-GLM: Method;GLM: Method;GLM: HRF Regressor;GLM: Other Regressors;Stat Analysis: Software;Stat Analysis: Method;Stat Analysis: On Signal Type;Stat Analysis: Signal Space;Stat Analysis: Metric;Test for Normality;Stat Analysis: Threshold (p< X);Multiple Comparisons Correction
32;TAU Center for Cognitive Development;2;Satori;Other;Monotonic Interpolation;Unknown;BandPass;No;GLM;Default;Gamma;Short Channels;Unknown;One-tailed t-test;HbO only;Channel;beta values provided by GLM,Other;Unknown;0.05;FDR
32;TAU Center for Cognitive Development;2;Satori;Other;Monotonic Interpolation;Unknown;BandPass;No;GLM;Default;Gamma;Short Channels;Unknown;Two-tailed t-test;HbO only;Channel;beta values provided by GLM,Other;Unknown;0.05;FDR
32;TAU Center for Cognitive Development;2;Satori;Other;Rejection;Unknown;BandPass;No;GLM;Default;Gamma;Short Channels;Unknown;One-tailed t-test;HbO only;Channel;beta values provided by GLM,Other;Unknown;0.05;FDR
32;TAU Center for Cognitive Development;2;Satori;Other;Rejection;Unknown;BandPass;No;GLM;Default;Gamma;Short Channels;Unknown;Two-tailed t-test;HbO only;Channel;beta values provided by GLM,Other;Unknown;0.05;FDR
33;TomosapiensV2;1;Matlab;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;One-Sample t-Test;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.05;None
33;TomosapiensV2;1;Matlab;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;Two-Sample t-Test;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.05;None
33;TomosapiensV2;1;Matlab;SNR Threshold;Unknown;Unknown;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;One-Sample t-Test;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.05;None
33;TomosapiensV2;1;Matlab;SNR Threshold;Unknown;Unknown;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;Two-Sample t-Test;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.05;None
33;TomosapiensV2;1;Matlab;Visual Inspection of Time Domain;Unknown;Unknown;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;One-Sample t-Test;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.05;None
33;TomosapiensV2;1;Matlab;Visual Inspection of Time Domain;Unknown;Unknown;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;Two-Sample t-Test;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.05;None
33;TomosapiensV2;1;Matlab;Other;Unknown;Unknown;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;One-Sample t-Test;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.05;None
33;TomosapiensV2;1;Matlab;Other;Unknown;Unknown;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;Two-Sample t-Test;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.05;None
33;TomosapiensV2;1;NeuroDOT;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;One-Sample t-Test;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.05;None
33;TomosapiensV2;1;NeuroDOT;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;Two-Sample t-Test;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.05;None
33;TomosapiensV2;1;NeuroDOT;SNR Threshold;Unknown;Unknown;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;One-Sample t-Test;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.05;None
33;TomosapiensV2;1;NeuroDOT;SNR Threshold;Unknown;Unknown;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;Two-Sample t-Test;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.05;None
33;TomosapiensV2;1;NeuroDOT;Visual Inspection of Time Domain;Unknown;Unknown;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;One-Sample t-Test;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.05;None
33;TomosapiensV2;1;NeuroDOT;Visual Inspection of Time Domain;Unknown;Unknown;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;Two-Sample t-Test;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.05;None
33;TomosapiensV2;1;NeuroDOT;Other;Unknown;Unknown;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;One-Sample t-Test;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.05;None
33;TomosapiensV2;1;NeuroDOT;Other;Unknown;Unknown;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;Two-Sample t-Test;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.05;None
33;TomosapiensV2;1;NIRFAST(ER);PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;One-Sample t-Test;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.05;None
33;TomosapiensV2;1;NIRFAST(ER);PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;Two-Sample t-Test;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.05;None
33;TomosapiensV2;1;NIRFAST(ER);SNR Threshold;Unknown;Unknown;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;One-Sample t-Test;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.05;None
33;TomosapiensV2;1;NIRFAST(ER);SNR Threshold;Unknown;Unknown;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;Two-Sample t-Test;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.05;None
33;TomosapiensV2;1;NIRFAST(ER);Visual Inspection of Time Domain;Unknown;Unknown;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;One-Sample t-Test;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.05;None
33;TomosapiensV2;1;NIRFAST(ER);Visual Inspection of Time Domain;Unknown;Unknown;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;Two-Sample t-Test;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.05;None
33;TomosapiensV2;1;NIRFAST(ER);Other;Unknown;Unknown;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;One-Sample t-Test;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.05;None
33;TomosapiensV2;1;NIRFAST(ER);Other;Unknown;Unknown;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;Two-Sample t-Test;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.05;None
33;TomosapiensV2;1;Other;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;One-Sample t-Test;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.05;None
33;TomosapiensV2;1;Other;PSP (Cardiac Power Spectrum Peak);Unknown;Unknown;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;Two-Sample t-Test;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.05;None
33;TomosapiensV2;1;Other;SNR Threshold;Unknown;Unknown;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;One-Sample t-Test;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.05;None
33;TomosapiensV2;1;Other;SNR Threshold;Unknown;Unknown;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;Two-Sample t-Test;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.05;None
33;TomosapiensV2;1;Other;Visual Inspection of Time Domain;Unknown;Unknown;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;One-Sample t-Test;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.05;None
33;TomosapiensV2;1;Other;Visual Inspection of Time Domain;Unknown;Unknown;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;Two-Sample t-Test;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.05;None
33;TomosapiensV2;1;Other;Other;Unknown;Unknown;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;One-Sample t-Test;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.05;None
33;TomosapiensV2;1;Other;Other;Unknown;Unknown;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;Two-Sample t-Test;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.05;None
33;TomosapiensV2;2;Matlab;PSP (Cardiac Power Spectrum Peak);Unknown;1;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;Other;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.001;Unknown
33;TomosapiensV2;2;Matlab;SNR Threshold;Unknown;1;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;Other;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.001;Unknown
33;TomosapiensV2;2;Matlab;Visual Inspection of Time Domain;Unknown;1;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;Other;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.001;Unknown
33;TomosapiensV2;2;Matlab;Other;Unknown;1;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;Other;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.001;Unknown
33;TomosapiensV2;2;NeuroDOT;PSP (Cardiac Power Spectrum Peak);Unknown;1;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;Other;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.001;Unknown
33;TomosapiensV2;2;NeuroDOT;SNR Threshold;Unknown;1;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;Other;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.001;Unknown
33;TomosapiensV2;2;NeuroDOT;Visual Inspection of Time Domain;Unknown;1;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;Other;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.001;Unknown
33;TomosapiensV2;2;NeuroDOT;Other;Unknown;1;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;Other;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.001;Unknown
33;TomosapiensV2;2;NIRFAST(ER);PSP (Cardiac Power Spectrum Peak);Unknown;1;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;Other;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.001;Unknown
33;TomosapiensV2;2;NIRFAST(ER);SNR Threshold;Unknown;1;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;Other;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.001;Unknown
33;TomosapiensV2;2;NIRFAST(ER);Visual Inspection of Time Domain;Unknown;1;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;Other;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.001;Unknown
33;TomosapiensV2;2;NIRFAST(ER);Other;Unknown;1;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;Other;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.001;Unknown
33;TomosapiensV2;2;Other;PSP (Cardiac Power Spectrum Peak);Unknown;1;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;Other;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.001;Unknown
33;TomosapiensV2;2;Other;SNR Threshold;Unknown;1;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;Other;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.001;Unknown
33;TomosapiensV2;2;Other;Visual Inspection of Time Domain;Unknown;1;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;Other;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.001;Unknown
33;TomosapiensV2;2;Other;Other;Unknown;1;BandPass;Other;GLM;OLS (Ordinary Least Squares);Default;Unknown;Matlab;Other;HbO only;Image,ROI;beta values provided by GLM;Unknown;0.001;Unknown
34;Tuebingen;1;Matlab;Visual Inspection of Time Domain;CBSI;Unknown;BandPass;PCA;GLM;OLS (Ordinary Least Squares);SPM;Unknown;Unknown;One-tailed t-test;Other;ROI;laterality index,beta values provided by GLM;Unknown;0.05;None
34;Tuebingen;1;Matlab;Visual Inspection of Time Domain;CBSI;Unknown;BandPass;PCA;GLM;OLS (Ordinary Least Squares);SPM;Unknown;Unknown;One-Sample t-Test;Other;ROI;laterality index,beta values provided by GLM;Unknown;0.05;None
34;Tuebingen;1;Matlab;Visual Inspection of Time Domain;CBSI;Unknown;BandPass;PCA;GLM;OLS (Ordinary Least Squares);SPM;Unknown;Unknown;Paired t-Test;Other;ROI;laterality index,beta values provided by GLM;Unknown;0.05;None
34;Tuebingen;1;Matlab;Visual Inspection of Time Domain;TDDR;Unknown;BandPass;PCA;GLM;OLS (Ordinary Least Squares);SPM;Unknown;Unknown;One-tailed t-test;Other;ROI;laterality index,beta values provided by GLM;Unknown;0.05;None
34;Tuebingen;1;Matlab;Visual Inspection of Time Domain;TDDR;Unknown;BandPass;PCA;GLM;OLS (Ordinary Least Squares);SPM;Unknown;Unknown;One-Sample t-Test;Other;ROI;laterality index,beta values provided by GLM;Unknown;0.05;None
34;Tuebingen;1;Matlab;Visual Inspection of Time Domain;TDDR;Unknown;BandPass;PCA;GLM;OLS (Ordinary Least Squares);SPM;Unknown;Unknown;Paired t-Test;Other;ROI;laterality index,beta values provided by GLM;Unknown;0.05;None
34;Tuebingen;1;Matlab;Manual Selection;CBSI;Unknown;BandPass;PCA;GLM;OLS (Ordinary Least Squares);SPM;Unknown;Unknown;One-tailed t-test;Other;ROI;laterality index,beta values provided by GLM;Unknown;0.05;None
34;Tuebingen;1;Matlab;Manual Selection;CBSI;Unknown;BandPass;PCA;GLM;OLS (Ordinary Least Squares);SPM;Unknown;Unknown;One-Sample t-Test;Other;ROI;laterality index,beta values provided by GLM;Unknown;0.05;None
34;Tuebingen;1;Matlab;Manual Selection;CBSI;Unknown;BandPass;PCA;GLM;OLS (Ordinary Least Squares);SPM;Unknown;Unknown;Paired t-Test;Other;ROI;laterality index,beta values provided by GLM;Unknown;0.05;None
34;Tuebingen;1;Matlab;Manual Selection;TDDR;Unknown;BandPass;PCA;GLM;OLS (Ordinary Least Squares);SPM;Unknown;Unknown;One-tailed t-test;Other;ROI;laterality index,beta values provided by GLM;Unknown;0.05;None
34;Tuebingen;1;Matlab;Manual Selection;TDDR;Unknown;BandPass;PCA;GLM;OLS (Ordinary Least Squares);SPM;Unknown;Unknown;One-Sample t-Test;Other;ROI;laterality index,beta values provided by GLM;Unknown;0.05;None
34;Tuebingen;1;Matlab;Manual Selection;TDDR;Unknown;BandPass;PCA;GLM;OLS (Ordinary Least Squares);SPM;Unknown;Unknown;Paired t-Test;Other;ROI;laterality index,beta values provided by GLM;Unknown;0.05;None
34;Tuebingen;2;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
35;uMOVErs_2;1;AnalyzIR;SCI (Scalp-Coupling Index);Unknown;Unknown;Unknown;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Short Channels;Matlab;Linear Mixed Effects;HbO only;ROI;beta values provided by GLM;Unknown;0.05;FDR,Benjamini-Hochberg
35;uMOVErs_2;2;AnalyzIR;SCI (Scalp-Coupling Index);Unknown;Unknown;Unknown;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Default;Short Channels;Matlab;Linear Mixed Effects;HbO only;ROI;beta values provided by GLM;Unknown;0.05;FDR,Benjamini-Hochberg
36;UNICAMP-WESTERN;1;HOMER2;SNR Threshold;Hybrid spline wavelet;Unknown;LowPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Gamma;PCA of the Short Channels;Unknown;One-tailed t-test;HbO and HbR;Channel;beta values provided by GLM;Unknown;0.05;Unknown
36;UNICAMP-WESTERN;1;HOMER2;Other;Hybrid spline wavelet;Unknown;LowPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Gamma;PCA of the Short Channels;Unknown;One-tailed t-test;HbO and HbR;Channel;beta values provided by GLM;Unknown;0.05;Unknown
36;UNICAMP-WESTERN;1;Matlab;SNR Threshold;Hybrid spline wavelet;Unknown;LowPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Gamma;PCA of the Short Channels;Unknown;One-tailed t-test;HbO and HbR;Channel;beta values provided by GLM;Unknown;0.05;Unknown
36;UNICAMP-WESTERN;1;Matlab;Other;Hybrid spline wavelet;Unknown;LowPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Gamma;PCA of the Short Channels;Unknown;One-tailed t-test;HbO and HbR;Channel;beta values provided by GLM;Unknown;0.05;Unknown
36;UNICAMP-WESTERN;2;HOMER2;SNR Threshold;Hybrid spline wavelet;Unknown;LowPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Gamma;PCA of the Short Channels;Unknown;One-tailed t-test;HbO and HbR;Channel;beta values provided by GLM;Unknown;0.05;Unknown
36;UNICAMP-WESTERN;2;HOMER2;Other;Hybrid spline wavelet;Unknown;LowPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Gamma;PCA of the Short Channels;Unknown;One-tailed t-test;HbO and HbR;Channel;beta values provided by GLM;Unknown;0.05;Unknown
36;UNICAMP-WESTERN;2;Matlab;SNR Threshold;Hybrid spline wavelet;Unknown;LowPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Gamma;PCA of the Short Channels;Unknown;One-tailed t-test;HbO and HbR;Channel;beta values provided by GLM;Unknown;0.05;Unknown
36;UNICAMP-WESTERN;2;Matlab;Other;Hybrid spline wavelet;Unknown;LowPass;Other;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Gamma;PCA of the Short Channels;Unknown;One-tailed t-test;HbO and HbR;Channel;beta values provided by GLM;Unknown;0.05;Unknown
37;UNIrsPD;1;HOMER3;SNR Threshold;Hybrid spline wavelet;Unknown;LowPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Consecutive Gaussian;Short Channels;JASP;One-Sample t-Test;HbO and HbR;ROI;signal amplitude (windowed);Unknown;0.05;Unknown
37;UNIrsPD;1;HOMER3;SNR Threshold;Hybrid spline wavelet;Unknown;LowPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Consecutive Gaussian;Short Channels;JASP;Paired t-Test;HbO and HbR;ROI;signal amplitude (windowed);Unknown;0.05;Unknown
37;UNIrsPD;1;HOMER3;Other;Hybrid spline wavelet;Unknown;LowPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Consecutive Gaussian;Short Channels;JASP;One-Sample t-Test;HbO and HbR;ROI;signal amplitude (windowed);Unknown;0.05;Unknown
37;UNIrsPD;1;HOMER3;Other;Hybrid spline wavelet;Unknown;LowPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Consecutive Gaussian;Short Channels;JASP;Paired t-Test;HbO and HbR;ROI;signal amplitude (windowed);Unknown;0.05;Unknown
37;UNIrsPD;2;HOMER3;SNR Threshold;Wavelet Filter;Unknown;LowPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Consecutive Gaussian;Short Channels;JASP;ANOVA;HbO and HbR;ROI;signal amplitude (windowed);Unknown;0.05;Unknown
37;UNIrsPD;2;HOMER3;SNR Threshold;Wavelet Filter;Unknown;LowPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Consecutive Gaussian;Short Channels;JASP;Paired t-Test;HbO and HbR;ROI;signal amplitude (windowed);Unknown;0.05;Unknown
37;UNIrsPD;2;HOMER3;Other;Wavelet Filter;Unknown;LowPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Consecutive Gaussian;Short Channels;JASP;ANOVA;HbO and HbR;ROI;signal amplitude (windowed);Unknown;0.05;Unknown
37;UNIrsPD;2;HOMER3;Other;Wavelet Filter;Unknown;LowPass;No;GLM;AR-IRLS (Autoregressive model based pre-whitening filter and robust regression);Consecutive Gaussian;Short Channels;JASP;Paired t-Test;HbO and HbR;ROI;signal amplitude (windowed);Unknown;0.05;Unknown
38;Universidad Autonoma de San Luis Potosi;1;HOMER3;SNR Threshold;Spline SG;Unknown;BandPass;No;GLM;OLS (Ordinary Least Squares);Consecutive Gaussian;Short Channels,Polynomial Drift;Matlab;Wilcoxon signed-rank test;HbO only;ROI;signal amplitude (windowed);Shapiro-Wilk;0.05;None
38;Universidad Autonoma de San Luis Potosi;1;Matlab;SNR Threshold;Spline SG;Unknown;BandPass;No;GLM;OLS (Ordinary Least Squares);Consecutive Gaussian;Short Channels,Polynomial Drift;Matlab;Wilcoxon signed-rank test;HbO only;ROI;signal amplitude (windowed);Shapiro-Wilk;0.05;None
38;Universidad Autonoma de San Luis Potosi;2;HOMER3;SNR Threshold;Rejection;Unknown;BandPass;No;GLM;OLS (Ordinary Least Squares);Unknown;Short Channels,Polynomial Drift;Matlab;Paired t-Test;HbO only;Channel;signal amplitude (windowed);Shapiro-Wilk;0.05;Benjamini-Hochberg,FDR
38;Universidad Autonoma de San Luis Potosi;2;HOMER3;SNR Threshold;Rejection;Unknown;BandPass;No;GLM;OLS (Ordinary Least Squares);Unknown;Short Channels,Polynomial Drift;Matlab;One-tailed t-test;HbO only;Channel;signal amplitude (windowed);Shapiro-Wilk;0.05;Benjamini-Hochberg,FDR
38;Universidad Autonoma de San Luis Potosi;2;HOMER3;SNR Threshold;Rejection;Unknown;BandPass;No;GLM;OLS (Ordinary Least Squares);Unknown;Short Channels,Polynomial Drift;Matlab;Two-Sample t-Test;HbO only;Channel;signal amplitude (windowed);Shapiro-Wilk;0.05;Benjamini-Hochberg,FDR
38;Universidad Autonoma de San Luis Potosi;2;HOMER3;SNR Threshold;Spline SG;Unknown;BandPass;No;GLM;OLS (Ordinary Least Squares);Unknown;Short Channels,Polynomial Drift;Matlab;Paired t-Test;HbO only;Channel;signal amplitude (windowed);Shapiro-Wilk;0.05;Benjamini-Hochberg,FDR
38;Universidad Autonoma de San Luis Potosi;2;HOMER3;SNR Threshold;Spline SG;Unknown;BandPass;No;GLM;OLS (Ordinary Least Squares);Unknown;Short Channels,Polynomial Drift;Matlab;One-tailed t-test;HbO only;Channel;signal amplitude (windowed);Shapiro-Wilk;0.05;Benjamini-Hochberg,FDR
38;Universidad Autonoma de San Luis Potosi;2;HOMER3;SNR Threshold;Spline SG;Unknown;BandPass;No;GLM;OLS (Ordinary Least Squares);Unknown;Short Channels,Polynomial Drift;Matlab;Two-Sample t-Test;HbO only;Channel;signal amplitude (windowed);Shapiro-Wilk;0.05;Benjamini-Hochberg,FDR
